id,reputation
"4509","17727"
"4510","22345"
"4639","185999"
"4668","162345"
"4670","3873"
"4761","15987"
"4777","12418"
"4778","1742"
"4794","50338"
"4834","36580"
"4848","1056"
"4850","13413"
"4872","182986"
"4873","2867"
"4884","2875"
"4897","1527"
"4931","10166"
"4945","2739"
"4958","37611"
"4992","2096"
"5006","4958"
"5056","113837"
"5070","2000"
"5101","10394"
"5128","2614"
"5142","8813"
"5144","7671"
"5188","7042"
"5210","9464"
"5233","1599"
"5246","7937"
"5291","32334"
"5295","30265"
"5298","5878"
"5309","42839"
"5348","4126"
"5392","2741"
"10805230","1702"
"10805872","1622"
"11241","12237"
"11249","13142"
"11281","5273"
"11296","83619"
"11301","10805"
"11333","88815"
"11356","15521"
"11374","3987"
"11409","1406"
"11414","6181"
"11421","5835"
"11432","37940"
"11451","3746"
"11470","1522"
"11480","36721"
"11507","6041"
"11575","20096"
"11612","3893"
"11615","1281"
"11635","58629"
"11654","169633"
"11682","1518"
"11683","74732"
"11721","35663"
"11722","18134"
"11732","8777"
"11755","24641"
"11758","10862"
"11798","4697"
"11827","6162"
"11886","1119"
"11898","57205"
"11940","17984"
"11956","12653"
"12016","6239"
"12040","2735"
"12048","47150"
"12058","1744"
"12078","1285"
"12086","14498"
"12151","5771"
"12166","41913"
"12171","15901"
"12178","22862"
"12254","3570"
"12266","26066"
"12274","38753"
"12320","14186"
"12360","1678"
"12386","8139"
"12421","1005"
"12458","13110"
"12481","3989"
"12484","24590"
"12534","15772"
"12549","19504"
"12567","3787"
"12597","239870"
"12606","5428"
"12637","15555"
"12652","7969"
"12679","3687"
"5806646","8258"
"5807290","5194"
"10808200","1332"
"5809720","7189"
"19317","2734"
"19366","1595"
"19392","2407"
"19401","10145"
"19407","4092"
"19410","95279"
"19429","2286"
"19450","8818"
"19464","4012"
"19506","6097"
"19520","5585"
"19531","3998"
"19540","41104"
"19547","2901"
"19621","1467"
"19638","2238"
"19671","1598"
"19678","2947"
"19687","7784"
"19707","12275"
"19716","1879"
"19741","2528"
"19772","16319"
"19797","4028"
"19816","3756"
"19818","11826"
"19820","8705"
"19863","12404"
"19880","6566"
"19884","4734"
"19892","5128"
"19905","1731"
"19917","2040"
"19927","4083"
"19937","17587"
"19966","7562"
"19990","31620"
"20003","20886"
"20043","4489"
"20047","25772"
"20068","1101"
"20088","2812"
"20089","25819"
"20122","9816"
"20128","107895"
"20146","6427"
"20147","7436"
"20183","3894"
"20226","5733"
"20261","97345"
"20267","36177"
"20270","34610"
"20322","27815"
"20358","13754"
"20382","25293"
"20391","4122"
"20392","6498"
"20403","9476"
"20417","7921"
"20471","48402"
"20489","11087"
"20520","18455"
"20526","1357"
"20616","1893"
"20634","24787"
"20654","193439"
"20670","320284"
"20709","1043"
"20712","22882"
"20715","1288"
"20786","6924"
"20789","74933"
"20838","1273"
"20848","11292"
"20856","14120"
"20860","518283"
"10813146","1816"
"10813908","1091"
"28645","7978"
"28674","2122"
"28678","16037"
"28776","8544"
"28802","15718"
"28804","388888"
"28882","8336"
"28901","20404"
"28912","6187"
"28916","3554"
"28953","3035"
"29043","12854"
"29075","2886"
"29122","1037"
"29157","46847"
"29182","21515"
"29192","10587"
"29238","2314"
"29249","1081"
"29253","17516"
"29268","2908"
"29290","23590"
"29297","17511"
"29363","2896"
"29364","6666"
"29408","2543"
"29432","22574"
"29442","1485"
"29445","4044"
"29470","7936"
"29502","6274"
"29511","1341"
"29573","2091"
"29638","11565"
"29689","5876"
"29693","3248"
"29703","4274"
"29805","7340"
"29815","1094"
"29909","2879"
"29924","2962"
"29995","116931"
"30006","16883"
"30014","1984"
"30022","1386"
"30026","1527"
"30105","4830"
"30155","42780"
"10816404","1233"
"5814526","1553"
"5814755","1218"
"5814943","1204"
"30203","4387"
"30292","2127"
"30348","3637"
"30366","35156"
"30404","1649"
"30480","14897"
"30541","12656"
"30545","4595"
"30563","21697"
"30568","31828"
"30602","9185"
"30674","83143"
"30697","31137"
"30753","1967"
"30767","2034"
"5815484","1269"
"32495","6824"
"32536","19809"
"32584","1433"
"32588","4137"
"32617","15647"
"32620","1167"
"32632","140702"
"32679","3938"
"32700","2376"
"32749","16749"
"32763","2188"
"32880","100014"
"33006","122587"
"33051","26485"
"33080","57077"
"33082","6645"
"33096","5304"
"33130","1823"
"33165","13208"
"33225","64113"
"33226","42474"
"33264","31741"
"33342","12493"
"33345","24534"
"33349","2072"
"33364","2821"
"33427","1791"
"33483","1500"
"33518","237207"
"33522","68836"
"33581","5934"
"33796","58846"
"33833","2818"
"33836","4337"
"33890","14993"
"34187","4129"
"34211","338866"
"34299","1736"
"34369","3283"
"34400","2581"
"34450","3023"
"34533","1529"
"34586","18039"
"34683","5013"
"34746","1561"
"34771","20399"
"34806","12124"
"34815","3238"
"34824","62295"
"34871","6190"
"34895","2989"
"34935","19158"
"35060","44726"
"35070","270362"
"35084","1291"
"35142","12684"
"35203","2001"
"35223","2395"
"35250","5014"
"35274","4008"
"35363","3256"
"35420","2951"
"35439","3815"
"35440","13024"
"35478","16498"
"35505","7712"
"35577","2294"
"35615","9371"
"46375","15947"
"46387","53603"
"46388","1738"
"46395","38943"
"46503","4502"
"46521","6021"
"46555","1240"
"46617","6352"
"46682","3023"
"46842","2960"
"46854","1507"
"46869","4933"
"46914","86016"
"47064","12102"
"47114","1221"
"47152","1285"
"47167","7748"
"47181","6549"
"47324","1281"
"47327","8615"
"47351","19310"
"47360","1040"
"47361","6976"
"47366","22656"
"47453","78414"
"47535","1795"
"47573","6158"
"47604","12850"
"47633","58384"
"47733","7812"
"47775","37281"
"47936","7498"
"47978","11817"
"47984","49759"
"48003","42905"
"48011","1393"
"48125","7013"
"48136","38410"
"48143","1881"
"48225","2067"
"48229","1519"
"48382","25770"
"48387","31512"
"48500","17736"
"5820010","96412"
"5820440","3043"
"5820814","32732"
"5822776","1438"
"5822873","2686"
"5823014","1005"
"5823050","1377"
"56830","1803"
"56837","33723"
"56879","2788"
"56987","2568"
"57068","27180"
"57085","1785"
"57114","7821"
"57120","12664"
"57135","40826"
"57159","51011"
"57218","1116"
"57246","5881"
"57448","6567"
"57477","43423"
"57482","9400"
"57490","8748"
"57611","47682"
"57626","4303"
"57639","6543"
"57662","2847"
"57670","1167"
"57719","12287"
"57720","1242"
"57750","1931"
"57752","53252"
"57787","8022"
"57855","1267"
"57867","12770"
"57950","2652"
"57952","28279"
"57954","1603"
"58042","1527"
"58061","40113"
"58082","33540"
"58088","60001"
"58100","4399"
"58107","11280"
"58133","1703"
"58186","115800"
"58289","14284"
"58371","3408"
"58463","22006"
"58523","2743"
"58635","31830"
"58656","15633"
"58678","4399"
"58737","34250"
"58805","17958"
"58808","172940"
"58843","5186"
"58848","1131"
"58876","6608"
"58905","2221"
"59019","2038"
"59071","5163"
"59087","29670"
"59122","1723"
"59148","1251"
"59180","18698"
"59188","8973"
"59195","1107"
"59198","38983"
"59279","35943"
"59303","132674"
"59398","2128"
"59468","10264"
"59501","110656"
"59541","91621"
"59563","21793"
"59616","2469"
"66088","4582"
"66131","14448"
"66169","10367"
"66330","4435"
"66384","4119"
"66416","13499"
"66450","14386"
"66519","20777"
"66553","2398"
"66623","1566"
"66629","21165"
"66634","7994"
"66646","1858"
"66662","2571"
"66674","2769"
"66686","74448"
"66708","15957"
"66742","1060"
"66803","12455"
"66975","27547"
"66988","11773"
"67009","58920"
"67022","29207"
"67036","1983"
"67038","21324"
"67094","5147"
"67097","2415"
"67153","51781"
"67316","7656"
"67386","12618"
"67392","105095"
"67407","22715"
"67415","3382"
"67420","1724"
"67498","4292"
"67510","2266"
"67550","4995"
"67579","418395"
"67606","172949"
"67624","6087"
"67655","2939"
"67707","7515"
"67731","2607"
"67808","7577"
"67814","1275"
"67838","1282"
"67910","10134"
"67931","1235"
"67945","24319"
"10829044","6595"
"5826431","1035"
"5826475","1591"
"5826491","1079"
"5826733","1015"
"68063","63827"
"68105","32963"
"68204","40814"
"68295","1188"
"68391","1101"
"68392","3501"
"68432","6374"
"68457","8803"
"68490","13510"
"68556","3684"
"68587","339655"
"68591","3978"
"5828163","1812"
"73890","1953"
"74000","3729"
"74022","67842"
"74057","4347"
"74059","3201"
"74089","17530"
"74118","111839"
"74167","9433"
"74195","46860"
"74296","13155"
"74314","121389"
"74435","6699"
"74530","1485"
"74562","3876"
"74660","13309"
"74694","8666"
"74815","53043"
"74819","7902"
"74865","56207"
"74939","58676"
"74975","5500"
"74980","10826"
"74984","4090"
"75033","48722"
"75103","25324"
"75129","8437"
"75172","1743"
"75245","37675"
"75426","1025"
"75579","7319"
"75598","1766"
"75652","35099"
"75658","29803"
"75690","2208"
"75772","1265"
"75793","7080"
"75799","15666"
"75826","1761"
"75836","4974"
"75852","13098"
"76081","1649"
"80572","21911"
"80630","11111"
"80772","1161"
"80813","1748"
"80836","5275"
"80857","4575"
"80901","36082"
"80906","19176"
"80911","87926"
"80932","29760"
"81008","1107"
"81012","1210"
"81019","10142"
"81053","17839"
"81216","9739"
"81252","3210"
"81265","1214"
"81271","6616"
"81367","5925"
"81388","1926"
"81430","1258"
"81434","1472"
"81491","36111"
"81514","20358"
"81520","20224"
"81557","4070"
"81589","4033"
"81614","1027"
"81623","12912"
"81723","11680"
"81730","3918"
"81821","4603"
"81975","1330"
"82098","4415"
"10834727","1485"
"10834788","3604"
"10835183","6420"
"15963573","2188"
"82121","2208"
"82136","1155"
"82195","1354"
"82208","22875"
"82294","199816"
"82303","8569"
"82322","48986"
"82330","12387"
"82333","4906"
"82515","22673"
"82548","244578"
"82586","79145"
"82592","43013"
"82595","10623"
"82660","8562"
"82673","9047"
"82681","3293"
"82782","2005"
"82788","54341"
"82856","8020"
"82880","9434"
"83019","1634"
"83030","1649"
"83037","2044"
"83039","34076"
"83055","2564"
"83098","1067"
"83100","8007"
"83101","6169"
"83264","36640"
"92153","62748"
"92189","2773"
"92213","6368"
"92312","1788"
"36984","10013"
"37020","71384"
"37078","3645"
"37134","5000"
"37141","16317"
"37168","8168"
"37205","1124"
"37213","302334"
"37231","11721"
"37386","10794"
"37416","6531"
"37481","4226"
"37491","2803"
"37555","6482"
"37601","1287"
"37610","3624"
"37660","2749"
"37710","19289"
"37815","44265"
"37923","6201"
"38024","18092"
"38055","57155"
"5816119","5641"
"10819573","66155"
"5818889","6030"
"5819157","1734"
"5819286","4609"
"43304","1192"
"43496","13129"
"43583","1232"
"43784","4118"
"43786","15779"
"43792","34810"
"43832","67530"
"43846","68232"
"43848","41582"
"43875","2157"
"43923","3374"
"43927","36074"
"43959","19677"
"43976","6439"
"43996","1971"
"44041","31894"
"44080","10148"
"44309","76417"
"44330","181476"
